name,city,neighborhood,place,views_median,views_sum,name_clean,lat,lng,extract,state
Thomas Corwin Mendenhall,Hanoverton,,Hanoverton,39,58776,Thomas Corwin Mendenhall,40.7511704,-80.937032,Thomas Corwin Mendenhall was an American autodidact physicist and meteorologist. He was the first professor hired at The Ohio State University in 1873 and the superintendent of the U.S. Coast and...,Ohio
Thaddeus S. C. Lowe,Jefferson,,Jefferson,39,63511,Thaddeus S. C. Lowe,44.4189486,-71.4745254,"Thaddeus Sobieski Constantine Lowe, also known as Professor T. S. C. Lowe, was an American Civil War aeronaut, scientist and inventor, mostly self-educated in the fields of chemistry, meteorology,...",New Hampshire
Slaid Cleaves,Bristol,,Bristol,39,58381,Slaid Cleaves,43.9248053,-69.4954131,"Slaid Cleaves is an American singer-songwriter born in Washington, D.C. and raised in South Berwick, Maine and Round Pond, Maine, United States. An alumnus of Tufts University, where he majored in...",Maine
Samuel Ball (actor),Bunker Hill,,Bunker Hill,39,63806,Samuel Ball,39.3335905,-78.0537962,,West Virginia
Robert Schuller,Alton,,Alton,39,174894,Robert Schuller,42.9874869,-96.0105735,"Robert Harold Schuller was an American Christian televangelist, pastor, motivational speaker, and author.",Iowa
Plas Johnson,Donaldsonville,,Donaldsonville,39,,Plas Johnson,30.1010323,-90.9928773,"Plas John Johnson Jr. is an American soul-jazz and hard bop tenor saxophonist, probably most widely known as the tenor saxophone soloist on Henry Mancini’s ""The Pink Panther Theme"". He also performs...",Louisiana
PangaeaPanga,Rocky Hill,,Rocky Hill,39,70546,PangaeaPanga,41.6572525,-72.6655757,"Alex Tan, better known under the screen name PangaeaPanga and formerly Penangbenny, is an American ROM hacker and tool-assisted speedrunner. He created what are known as the most difficult Super...",Connecticut
Otis Chandler,Sierra Madre,,Sierra Madre,39,61093,Otis Chandler,34.1616729,-118.0528456,"Otis Chandler was the publisher of the Los Angeles Times between 1960 and 1980, leading a large expansion of the newspaper and its ambitions. He was the fourth and final member of the Chandler family...",California
Ned Colletti,Franklin Park,,Franklin Park,39,78281,Ned Colletti,41.9348537,-87.879523,Ned Louis Colletti Jr. is an American sports executive and Emmy Award-winning baseball analyst. He is currently an analyst for the Los Angeles Dodgers studio show on Spectrum SportsNet LA. He was...,Illinois
Malcolm Wallop,Big Horn,,Big Horn,39,60961,Malcolm Wallop,44.6811687,-106.9920851,"Malcolm Wallop was a Wyoming rancher, Republican politician, and three-term United States Senator from Wyoming.",Wyoming
Lyman Trumbull,Colchester,,Colchester,39,57591,Lyman Trumbull,41.5756728,-72.3320051,Lyman Trumbull was a United States Senator from Illinois and the co-author of the Thirteenth Amendment to the United States Constitution.,Connecticut
John W. Geary,Mount Pleasant,,Mount Pleasant,39,57537,John W. Geary,40.1489607,-79.5411497,"John White Geary was an American lawyer, politician, Freemason, and a Union general in the American Civil War. He was the final alcalde and first mayor of San Francisco, a governor of the Kansas...",Pennsylvania
John L. Stevens,Mount Vernon,,Mount Vernon,39,64173,John L. Stevens,44.5011761,-69.987555,"John Leavitt Stevens was the United States Minister to the Kingdom of Hawaii in 1893 when he was accused of conspiring to overthrow Queen Liliuokalani in association with the Committee of Safety, led...",Maine
Jim Langer,Royalton,,Royalton,39,62006,Jim Langer,45.8301117,-94.2938809,James John Langer is a former American football center who played for the National Football League's Miami Dolphins and Minnesota Vikings. He is considered by some to be among the greatest NFL...,Minnesota
James Hampton (artist),Elloree,,Elloree,39,64269,James Hampton,33.5309936,-80.5720319,"James Hampton was an American outsider artist from Washington, D.C. who worked as a janitor but secretly built a large assemblage of religious art from scavenged materials known as the Throne of the...",South Carolina
Howard Jarvis,Magna,,Magna,39,60823,Howard Jarvis,40.7091121,-112.1016088,"Howard Arnold Jarvis was an American businessman, lobbyist, and politician. He was an anti-tax activist responsible for passage of California's Proposition 13 in 1978.",Utah
Henry A. Wise,Accomac,,Accomac,39,57219,Henry A. Wise,37.7195741,-75.6654845,"Henry Alexander Wise was an American lawyer and politician from Virginia. He was a U.S. Representative and Governor of Virginia, and US Minister to Brazil. During the American Civil War, he was a...",Virginia
Gary Burrell,Spring Hill,,Spring Hill,39,61276,Gary Burrell,38.7430645,-94.8255166,"Gary Burrell is an American businessman and philanthropist. He is the co-founder and chairman emeritus of Garmin, makers of popular Global Positioning System devices.",Kansas
Garry Templeton,Lockney,,Lockney,39,62531,Garry Templeton,34.1245183,-101.4415521,"Garry Lewis Templeton, is an American former professional baseball player and minor league manager. He played as a shortstop in Major League Baseball for the St. Louis Cardinals, San Diego Padres,...",Texas
Freelan Oscar Stanley,Kingfield,,Kingfield,39,61480,Freelan Oscar Stanley,44.9592231,-70.1539542,"Freelan Oscar Stanley was an American inventor, entrepreneur, hotelier and architect. He made his fortune in the manufacture of photographic plates but he is best remembered as the co-founder, along...",Maine
Earl Bakken,Columbia Heights,,Columbia Heights,39,77151,Earl Bakken,45.0481968,-93.2474098,"Earl Elmer Bakken  was an American engineer, businessman and philanthropist of Dutch and Norwegian American ancestry. He founded Medtronic, where he developed the first external, battery-operated,...",Minnesota
Dave Duncan (baseball),Kimberling City,,Kimberling City,39,61907,Dave Duncan,36.6333962,-93.4168531,David Edwin Duncan is an American pitching consultant for the Chicago White Sox of Major League Baseball (MLB). He is also a former professional baseball catcher and pitching coach. He began his MLB...,Missouri
Damien Wilson,Gloster,,Gloster,39,83143,Damien Wilson,31.1973959,-91.0217703,Damien Wilson is an American football linebacker for the Kansas City Chiefs of the National Football League (NFL). He played college football at the University of Minnesota.,Mississippi
"Chris Walker (basketball, born 1994)",Bonifay,,Bonifay,39,69466,Chris Walker,30.7918559,-85.6796533,Chris Walker is an American professional basketball player for the Rio Grande Valley Vipers of the NBA G League. He played college basketball for the University of Florida.,Florida
Chris Tuchscherer,Rugby,,Rugby,39,66055,Chris Tuchscherer,48.3688876,-99.9962463,Chris Tuchscherer is a retired American mixed martial artist who last competed as a Heavyweight for the Ultimate Fighting Championship.,North Dakota
Alex Erickson,Darlington,,Darlington,39,73341,Alex Erickson,42.6830566,-90.1176258,Alex Michael Erickson is an American football wide receiver for the Cincinnati Bengals of the National Football League (NFL). He played college football at Wisconsin and was signed by the Bengals as...,Wisconsin
William Eaton (soldier),Woodstock,,Woodstock,38,63457,William Eaton,41.9484307,-71.9739625,William Eaton was a United States Army officer and the diplomatic officer Consul General to Tunis (1797–1803). He played an important diplomatic and military role in the First Barbary War between the...,Connecticut
William Eaton (soldier),Brimfield,,Brimfield,38,63457,William Eaton,42.1225482,-72.2005059,William Eaton was a United States Army officer and the diplomatic officer Consul General to Tunis (1797–1803). He played an important diplomatic and military role in the First Barbary War between the...,Massachusetts
Tommy Collins (singer),Bethany,,Bethany,38,60894,Tommy Collins,35.5186678,-97.6322639,"Leonard Raymond Sipes, better known as Tommy Collins, was an American country music singer and songwriter.",Oklahoma
Rush Holt Jr.,Weston,,Weston,38,40162,Rush Holt Jr.,39.0384274,-80.467313,Rush Dew Holt Jr. is an American scientist and politician. He was the U.S. Representative for New Jersey's 12th congressional district from 1999 to 2015. He is a member of the Democratic Party and...,West Virginia
Richard Blanco,Bethel,,Bethel,38,64160,Richard Blanco,44.4044586,-70.7898806,"Richard Blanco is an American poet, public speaker, author and civil engineer. He is the fifth poet to read at a United States presidential inauguration, having read for Barack Obama's second...",Maine
Rene Ricard,Acushnet,,Acushnet,38,58286,Rene Ricard,41.7223696,-70.8952337,"Rene Ricard was an American poet, actor, art critic, and painter.",Massachusetts
Red Norvo,Beardstown,,Beardstown,38,58518,Red Norvo,40.0175483,-90.4242916,"Red Norvo was one of jazz's early vibraphonists, known as ""Mr. Swing"". He helped establish the xylophone, marimba, and vibraphone as jazz instruments. His recordings included ""Dance of the Octopus"",...",Illinois
Phyllis Frelich,Devils Lake,,Devils Lake,38,60658,Phyllis Frelich,48.112779,-98.8651202,Phyllis Annetta Frelich was a deaf American actress.,North Dakota
Patsy Montana,San Jacinto,,San Jacinto,38,57774,Patsy Montana,33.7839084,-116.958635,"Ruby Rose Blevins, known professionally as Patsy Montana, was an American country music singer, songwriter and actress. Montana was the first female country performer to have a million-selling single...",California
Olivia A. Davidson,Albany,,Albany,38,60024,Olivia A. Davidson,39.2275735,-82.2023695,"Olivia America Davidson Washington was born free as Olivia America Davidson in Virginia. After her family moved to the free state of Ohio, she studied in common schools and later college. She became...",Ohio
Lusia Harris,Minter City,,Minter City,38,75346,Lusia Harris,33.753449,-90.2945314,"Lusia ""Lucy"" Harris-Stewart is a former American basketball player. Harris is considered to be one of the pioneers of women's basketball. She played for Delta State University and won three...",Mississippi
LaVyrle Spencer,Browerville,,Browerville,38,54562,LaVyrle Spencer,46.0857974,-94.8658555,"LaVyrle Spencer is an American best-selling author of contemporary and historical romance novels. She has successfully published a number of books, with several of them made into movies. Twelve of...",Minnesota
Kyle Emanuel,Schuyler,,Schuyler,38,80323,Kyle Emanuel,41.4483432,-97.0597019,Kyle Emanuel is former American football linebacker. He won the Buck Buchanan Award in 2014. He played college football for North Dakota State University where they won four straight FCS...,Nebraska
Kirsten Olson,Savage,,Savage,38,67790,Kirsten Olson,44.7647329,-93.3591147,"Kirsten Olson is an American former figure skater and actress. As an actress, Olson played the role of Nikki Fletcher, the 'Jumping Shrimp,' in the Disney movie Ice Princess (2005). As a figure...",Minnesota
Joshua Cohen (writer),Linwood,,Linwood,38,67914,Joshua Cohen,39.3398382,-74.5751557,"Joshua Aaron Cohen is an American novelist and story writer, best known for his works Witz (2010) and Book of Numbers (2015).",New Jersey
Joseph Martin (general),Rose Hill,,Rose Hill,38,56363,Joseph Martin,36.6717532,-83.3674054,"Joseph Martin, Jr. (1740–1808) was a brigadier general in the Virginia militia during the American Revolutionary War, in which Martin's frontier diplomacy with the Cherokee people is credited with...",Virginia
Joseph Bruchac,Greenfield,,Greenfield,38,57408,Joseph Bruchac,43.1036852,-73.8640118,"Joseph Bruchac is a writer of books relating to the Indigenous peoples of the Americas, with a particular focus on northeastern Native American and Anglo-American lives and folklore. He has published...",New York
John C. Waldron,Fort Pierre,,Fort Pierre,38,65538,John C. Waldron,44.3535933,-100.3737447,John Charles Waldron was a United States Navy aviator who led a squadron of torpedo bombers in World War II. He and twenty-nine of the thirty men of his squadron perished in the Battle of Midway.,South Dakota
Jim Conroy,Ellenville,,Ellenville,38,63560,Jim Conroy,41.7170379,-74.3957099,"James ""Jim"" Conroy is an American voice actor, television writer and actor. He is known for appearing on television shows, such as Celebrity Deathmatch, Kenny the Shark and Fetch! with Ruff Ruffman,...",New York
Dorothy Ayer Gardner Ford,Harvard,,Harvard,38,58856,Dorothy Ayer Gardner Ford,42.422241,-88.6137101,Dorothy Ayer Gardner King Ford was the mother of U.S. President Gerald Ford.,Illinois
David Haas,Bridgeport,,Bridgeport,38,56859,David Haas,43.3609299,-83.8851117,"David Robert Haas, is an American author and composer of contemporary Catholic liturgical music. His best known songs include ""Glory to God”, ""Blest Are They"", ""You Are Mine"", ""We Are Called"", ""We...",Michigan
Curt Hansen (actor),Hartford,,Hartford,38,62961,Curt Hansen,43.3177794,-88.3789862,Curt Hansen is an American actor.,Wisconsin
