,headline_no_site,site,time,country,bias
247584,Salman Khan Will Play A Father To A 13 YO Girl & A Professional Dancer In Remo D'Souza's Next Dance Film,mensxp.com,2017-01-03 08:00:00+00:00,India,0.16666666666666666
247520,10 Times Kendall Jenner Looked More Like Emily Ratajkowski Than Emily Herself,mensxp.com,2018-06-09 07:00:00+00:00,India,0.16666666666666666
247335,Hazel Keech Sets Husband Yuvraj Singh Straight After He Tried To Troll Her On Instagram,mensxp.com,2018-01-31 08:00:00+00:00,India,0.16666666666666666
247337,'Tomb Raider' Trailer: Lara Croft Falling Off Cliffs & Planes Has Us Falling So Damn Hard For Her,mensxp.com,2018-01-19 08:00:00+00:00,India,0.16666666666666666
247457,5 Reasons Why Having A Girl Best Friend Is A Blessing In Disguise For Any Man,mensxp.com,2018-09-18 07:00:00+00:00,India,0.16666666666666666
247288,Kangana Ranaut Shares 'Panga' Poster & Fans Are In Awe Of Her Innocence In The First Look,mensxp.com,2019-12-20 08:00:00+00:00,India,0.16666666666666666
247431,"Sabyasachi Apologises After Calling Overdressed Women 'Wounded', But Women Are Still Boycotting Him",mensxp.com,2019-07-07 07:00:00+00:00,India,0.16666666666666666
247398,Smriti Mandhana Spills The Beans On Her Real Life Secrets In Hilarious 'Quirky Questions Quiz',mensxp.com,2019-03-05 08:00:00+00:00,India,0.16666666666666666
247296,Amy Jackson Is Engaged To Her Millionaire British Tycoon Boyfriend & Many Hearts Are Broken,mensxp.com,2019-01-02 08:00:00+00:00,India,0.16666666666666666
363772,"Latest Amul Girl Ad On Coronavirus Is So Tricky, We Are Utter Butterly Confused About The Intent",mensxp.com,2020-02-07 08:00:00+00:00,India,0.16666666666666666
363787,Ananya Panday Working With Vijay Deverakonda Makes Her Fans Say 'Finally Struggle Kaam Aagaya',mensxp.com,2020-02-20 08:00:00+00:00,India,0.16666666666666666
363697,"Kartik Aaryan Asks His Mom For A Lakh To Post A Selfie For Mother's Day, Gets A 'Laat' Instead",mensxp.com,2020-05-11 07:00:00+00:00,India,0.16666666666666666
363687,How 15 YO Jyoti Kumari Cycled 1200 KM For Her Injured Father & Earned A Trial By Cycle Federation,mensxp.com,2020-05-22 07:00:00+00:00,India,0.16666666666666666
363920,Dia Mirza Gives It Back To Haters Who Trolled Her For Getting Married 'Because Of Pregnancy',mensxp.com,2021-04-06 07:00:00+00:00,India,0.16666666666666666
363844,‘Lata Mangeshkar Part 2’: Chinese Girl Singing ‘Aankhein Khuli’ Leaves Indians Super Impressed,mensxp.com,2021-05-28 08:32:38+00:00,India,0.16666666666666666
363843,"6YO Girl Complains To ‘Modi Saab’ About Exhausting Zoom Classes & Homework, J&K Minister Responds",mensxp.com,2021-06-01 11:23:45+00:00,India,0.16666666666666666
363913,Here's Why Ankita Lokhande Didn’t Remove SSR’s Photos From Her House Even After Their Breakup,mensxp.com,2021-03-25 07:00:00+00:00,India,0.16666666666666666
247829,More women in business makes good sense   The Mail & Guardian,mg.co.za,2010-07-30 07:00:00+00:00,South Africa,0.16666666666666666
247845,Woman in a man’s world,mg.co.za,2010-03-05 08:00:00+00:00,South Africa,0.16666666666666666
247886,Jules High girl and boys charged with statutory rape   The Mail & Guardian,mg.co.za,2010-11-17 08:00:00+00:00,South Africa,0.16666666666666666
247887,Aunt queries postmortem report on boy   The Mail & Guardian,mg.co.za,2010-11-26 08:00:00+00:00,South Africa,0.16666666666666666
247865,Lady Gaga steals the show (again),mg.co.za,2011-11-07 08:00:00+00:00,South Africa,0.16666666666666666
247836,Georgian woman cuts off web access to Armenia   The Mail & Guardian,mg.co.za,2011-04-07 07:00:00+00:00,South Africa,0.16666666666666666
247838,"Praying women unseen, unheard",mg.co.za,2011-08-26 07:00:00+00:00,South Africa,0.16666666666666666
247840,Pregnant women bullied and abused   The Mail & Guardian,mg.co.za,2011-08-08 07:00:00+00:00,South Africa,0.16666666666666666
248011,Zuma reduces claim against Zapiro for Lady Justice cartoon,mg.co.za,2012-10-24 07:00:00+00:00,South Africa,0.16666666666666666
248005,Zuma saddened by death of Sister Bernard Ncube   The Mail & Guardian,mg.co.za,2012-09-01 07:00:00+00:00,South Africa,0.16666666666666666
247929,More women on the bench offer a better gender perspective,mg.co.za,2012-05-31 07:00:00+00:00,South Africa,0.16666666666666666
247931,Brother Guilt and Sister Shame,mg.co.za,2012-05-10 07:00:00+00:00,South Africa,0.16666666666666666
247970,Why is Beyonce calling herself Mrs Carter?   The Mail & Guardian,mg.co.za,2013-02-05 08:00:00+00:00,South Africa,0.16666666666666666
247719,India’s missing children: Questions swirl around police apathy,mg.co.za,2013-04-23 07:00:00+00:00,South Africa,0.16666666666666666
247986,Diepsloot women demand their children’s safety,mg.co.za,2013-10-17 07:00:00+00:00,South Africa,0.16666666666666666
247964,Pregnant SANDF women humiliated at Oudtshoorn military base   The Mail & Guardian,mg.co.za,2013-01-29 08:00:00+00:00,South Africa,0.16666666666666666
247947,Zanu PF: Women play along with the boys’ club,mg.co.za,2014-08-22 07:00:00+00:00,South Africa,0.16666666666666666
248017,Girl power: Meet the Spice Girls of Ethiopia,mg.co.za,2014-09-19 07:00:00+00:00,South Africa,0.16666666666666666
247946,France retreats on teaching boy girl equality,mg.co.za,2014-07-01 07:00:00+00:00,South Africa,0.16666666666666666
247978,Glencore appoints Patrice Merrin as first female director,mg.co.za,2014-06-26 07:00:00+00:00,South Africa,0.16666666666666666
247901,Zuma reprimanded for comments about women,mg.co.za,2015-01-17 08:00:00+00:00,South Africa,0.16666666666666666
247904,SAG Awards: Debbie Reynolds says she ‘ain’t down yet’,mg.co.za,2015-01-26 08:00:00+00:00,South Africa,0.16666666666666666
247614,Nelisiwe Xaba makes her moves on the politics of exoticism,mg.co.za,2015-03-03 08:00:00+00:00,South Africa,0.16666666666666666
247634,Women engineers quit over men’s attitudes,mg.co.za,2015-08-22 07:00:00+00:00,South Africa,0.16666666666666666
247850,Lady Skollie takes the art world beyond the white cube,mg.co.za,2016-03-10 08:00:00+00:00,South Africa,0.16666666666666666
247851,Maria Sharapova reveals she failed drug test,mg.co.za,2016-03-08 08:00:00+00:00,South Africa,0.16666666666666666
248029,"Still, at 80, she rises! Ramaphosa delivers stellar speech at Winnie Mandela’s bash",mg.co.za,2016-09-15 07:00:00+00:00,South Africa,0.16666666666666666
248030,"Chinese checkers: Behind SA's next public protector and her 'spy' alter ego, Meng Xi   The Mail & Guardian",mg.co.za,2016-09-09 07:00:00+00:00,South Africa,0.16666666666666666
247853,The rise of Rwanda’s women filmmakers,mg.co.za,2017-03-24 07:00:00+00:00,South Africa,0.16666666666666666
247754,Bring women farmers to the food security table,mg.co.za,2017-09-20 07:00:00+00:00,South Africa,0.16666666666666666
247661,A woman speaks truth to the prophets,mg.co.za,2017-08-23 07:00:00+00:00,South Africa,0.16666666666666666
247908,Midwives’ care during childbirth drastically improves outcomes for labouring mothers,mg.co.za,2017-02-14 08:00:00+00:00,South Africa,0.16666666666666666
247672,Ingonyama Trust strips women of land   The Mail & Guardian,mg.co.za,2018-11-09 08:00:00+00:00,South Africa,0.16666666666666666
247807,The case for the other black woman in ‘Black Panther’,mg.co.za,2018-03-23 07:00:00+00:00,South Africa,0.16666666666666666
247784,New York Stock Exchange appoints first female president,mg.co.za,2018-05-22 07:00:00+00:00,South Africa,0.16666666666666666
247917,Africa’s first woman skeleton Olympian: ‘I am prepared’,mg.co.za,2018-01-16 08:00:00+00:00,South Africa,0.16666666666666666
247737,Jiba did not lie about her qualifications or mislead NPA — lawyers   The Mail & Guardian,mg.co.za,2019-03-12 07:00:00+00:00,South Africa,0.16666666666666666
247644,Zandile Gumede: The Iron Lady of Inanda,mg.co.za,2019-05-20 07:00:00+00:00,South Africa,0.16666666666666666
247793,Mother challenges home affairs   The Mail & Guardian,mg.co.za,2019-08-16 07:00:00+00:00,South Africa,0.16666666666666666
247689,Stats paint a distorted picture of violence against women,mg.co.za,2019-10-04 07:00:00+00:00,South Africa,0.16666666666666666
356934,On a roll: Skater women hit hard,mg.co.za,2020-03-19 07:00:00+00:00,South Africa,0.16666666666666666
356932,Lockdown escape: Strained services struggle to rescue abused women,mg.co.za,2020-04-23 07:00:00+00:00,South Africa,0.16666666666666666
356909,Empowering the voice of women in leadership to enable full participation in their roles in leadership and decision making,mg.co.za,2020-08-07 07:00:00+00:00,South Africa,0.16666666666666666
356920,‘Pro family’ campaigners ignore pregnant women dying during Covid lockdowns,mg.co.za,2020-09-10 07:00:00+00:00,South Africa,0.16666666666666666
356957,"Pregnant women should be vaccinated, doctors say",mg.co.za,2021-02-25 08:00:00+00:00,South Africa,0.16666666666666666
356966,"Frustrated, she jumped the vaccination queue",mg.co.za,2021-06-03 10:24:29+00:00,South Africa,0.16666666666666666
356960,Minister shows her ignorance with ‘educated men don’t rape’ remarks,mg.co.za,2021-02-21 08:00:00+00:00,South Africa,0.16666666666666666
356946,Women environmental activists often pay the ultimate price,mg.co.za,2021-03-17 07:00:00+00:00,South Africa,0.16666666666666666
248271,Meteorologist fired after defending her 'ethnic' hair,msnbc.com,2012-12-12 08:00:00+00:00,USA,0.16666666666666666
248272,Teen charged in beating of gay woman,msnbc.com,2012-11-27 08:00:00+00:00,USA,0.16666666666666666
248273,"Binders of women! Jabbing Boehner, Pelosi touts her 'diverse' leaders",msnbc.com,2012-12-05 08:00:00+00:00,USA,0.16666666666666666
248304,The real Thatcher: What she believed in was not liberty but power,msnbc.com,2013-04-08 07:00:00+00:00,USA,0.16666666666666666
248055,Women of Value: Danielle Gray,msnbc.com,2013-02-06 08:00:00+00:00,USA,0.16666666666666666
248077,Will Manning be treated as a woman in prison?,msnbc.com,2013-08-22 07:00:00+00:00,USA,0.16666666666666666
248048,McCain as shutdown ends: Thank the women,msnbc.com,2013-10-16 07:00:00+00:00,USA,0.16666666666666666
248252,Florida congressman finds new ways to alienate women,msnbc.com,2014-09-15 07:00:00+00:00,USA,0.16666666666666666
248179,Two women marry in Russia despite country's anti gay laws,msnbc.com,2014-11-10 08:00:00+00:00,USA,0.16666666666666666
248087,'30 in 30': Women Candidates to Watch in 2014    Kyrsten Sinema,msnbc.com,2014-08-28 07:00:00+00:00,USA,0.16666666666666666
248097,Dr. Biden invites you to follow her trip to Africa,msnbc.com,2014-07-07 07:00:00+00:00,USA,0.16666666666666666
248287,Army veteran advocates for women with PTSD,msnbc.com,2015-11-13 08:00:00+00:00,USA,0.16666666666666666
248214,Women in Politics: College Edition – Whitman College,msnbc.com,2015-04-02 07:00:00+00:00,USA,0.16666666666666666
248066,"Chris Matthews remembers an aunt who ""couldn't be better""",msnbc.com,2015-09-23 07:00:00+00:00,USA,0.16666666666666666
248217,'Stop Telling Women to Smile': Feminist artist goes global,msnbc.com,2015-03-16 07:00:00+00:00,USA,0.16666666666666666
248294,Melania Trump says she leaves the politics to Donald,msnbc.com,2016-01-06 08:00:00+00:00,USA,0.16666666666666666
248336,Sarah Palin isn't above inviting herself to the GOP convention,msnbc.com,2016-04-15 07:00:00+00:00,USA,0.16666666666666666
248329,Six women politicians shifting the local political landscape,msnbc.com,2016-03-11 08:00:00+00:00,USA,0.16666666666666666
248335,All female 'Ghostbusters' already fending off controversy,msnbc.com,2016-03-09 08:00:00+00:00,USA,0.16666666666666666
248207,Willie's sister Libby wins an Oscar,msnbc.com,2017-02-27 08:00:00+00:00,USA,0.16666666666666666
248208,Actress Kate Hudson on launching her own company,msnbc.com,2017-04-21 07:00:00+00:00,USA,0.3333333333333333
248209,Mika reflects on her iconic Paris Hilton moment,msnbc.com,2017-09-19 07:00:00+00:00,USA,0.16666666666666666
248210,"Grassley blasts working class for spending on booze, women, and movies",msnbc.com,2017-12-04 08:00:00+00:00,USA,0.0
248267,A 107th birthday parade for Oklahoma woman,msnbc.com,2018-06-22 07:00:00+00:00,USA,0.16666666666666666
248282,"#BIGPICTURE: Honoring women's history month, all month long",msnbc.com,2018-03-01 08:00:00+00:00,USA,0.16666666666666666
248284,#GoodNewsRuhles: Women take first and second place at Boston Marathon,msnbc.com,2018-04-17 07:00:00+00:00,USA,0.16666666666666666
248283,Women helping women: UR Bath & Body,msnbc.com,2018-03-16 07:00:00+00:00,USA,0.16666666666666666
248262,UCLA gymnast inspires with her routine,msnbc.com,2019-01-14 08:00:00+00:00,USA,0.16666666666666666
248256,Why it matters that Trump's sister stepped down from the federal bench,msnbc.com,2019-04-12 07:00:00+00:00,USA,0.16666666666666666
248257,"Online blog reveals more about Sol Pais, woman 'infatuated' with Columbine",msnbc.com,2019-04-17 07:00:00+00:00,USA,0.16666666666666666
248279,U.S. Women's Soccer World Cup win shines spotlight on equal pay,msnbc.com,2019-07-10 07:00:00+00:00,USA,0.16666666666666666
364417,Stephanie Ruhle announces she is recovering from Covid,msnbc.com,2020-12-07 08:00:00+00:00,USA,0.16666666666666666
364415,"Chef who survived COVID 19 describes watching her restaurant be looted, lit on fire on TV",msnbc.com,2020-05-31 07:00:00+00:00,USA,0.16666666666666666
364413,Black women share personal stories in new documentary ‘(In)Visible Portraits’,msnbc.com,2020-06-19 07:00:00+00:00,USA,0.16666666666666666
364422,ICU nurse shares story of losing her father to Covid,msnbc.com,2020-12-23 08:00:00+00:00,USA,0.16666666666666666
364456,Olivia Munn: 'Conflating sex addiction with Asian American women is the problem',msnbc.com,2021-03-18 07:00:00+00:00,USA,0.16666666666666666
364437,These women took paid leave to take care of family members. They say they were fired for it.,msnbc.com,2021-03-09 08:00:00+00:00,USA,0.16666666666666666
364429,"Sharon Stone on her iconic roles, emotional Golden Globe win, songwriting & rap",msnbc.com,2021-05-28 07:00:00+00:00,USA,0.16666666666666666
364428,Cheney makes clear she won't be a Democratic ally on voting rights,msnbc.com,2021-05-24 07:00:00+00:00,USA,0.16666666666666666
248369,"Smarter Teams Are More Sensitive, Have More Women?",nationalgeographic.com,2010-09-30 07:00:00+00:00,USA,0.0
248374,Common Weed Killer Makes Male Frogs Lay Eggs,nationalgeographic.com,2010-03-02 08:00:00+00:00,USA,0.0
248375,New Type of Human Discovered via Single Pinky Finger,nationalgeographic.com,2010-03-25 07:00:00+00:00,USA,0.0
248390,Pictures: Maya Royal Tombs Found With Rare Woman Ruler,nationalgeographic.com,2011-09-23 07:00:00+00:00,USA,0.16666666666666666
248381,"Pictures: Gorilla Mother ""Mourns"" Dead Baby",nationalgeographic.com,2011-05-27 07:00:00+00:00,USA,0.16666666666666666
248380,"Female Fish Develop ""Testes"" in Gulf Dead Zone",nationalgeographic.com,2011-06-02 07:00:00+00:00,USA,0.16666666666666666
248373,"Mother Pterosaurs Laid Soft Eggs, New Fossil Hints",nationalgeographic.com,2011-01-21 08:00:00+00:00,USA,0.16666666666666666
248359,"Deep Voiced Men Have Lower Sperm Counts, Study Says",nationalgeographic.com,2012-01-05 08:00:00+00:00,USA,0.0
248363,Female Gladiators? Tantalizing New Evidence From Ancient Rome,nationalgeographic.com,2012-04-21 07:00:00+00:00,USA,0.16666666666666666
248392,Men and Women Really Do See Things Differently — National Geographic,nationalgeographic.com,2012-09-06 07:00:00+00:00,USA,0.16666666666666666
248393,Guess Who's Eating Dirt: Surprising Number of Men Found Practicing Pica,nationalgeographic.com,2012-10-19 07:00:00+00:00,USA,0.0
248376,Why Is a Woman Who Loves Science So Surprising?,nationalgeographic.com,2013-03-27 07:00:00+00:00,USA,0.16666666666666666
248435,More Women Give Hunting a Shot,nationalgeographic.com,2013-11-04 08:00:00+00:00,USA,0.16666666666666666
248403,Male Frog Extracts and Fertilises Eggs From Dead Female,nationalgeographic.com,2013-02-26 08:00:00+00:00,USA,0.16666666666666666
248377,Millions of Young Girls Forced Into Marriage,nationalgeographic.com,2013-03-15 07:00:00+00:00,USA,0.16666666666666666
248457,Why Do Obese Women Earn Less Than Thin Women (and Obese Men)?,nationalgeographic.com,2014-11-03 08:00:00+00:00,USA,0.16666666666666666
248415,"Octopus Cares For Her Eggs For 53 Months, Then Dies",nationalgeographic.com,2014-07-30 07:00:00+00:00,USA,0.16666666666666666
248440,"Q&A: Author on ""Rachel Carson and Her Sisters""",nationalgeographic.com,2014-06-08 07:00:00+00:00,USA,0.16666666666666666
248379,Women in Post genocide Rwanda Have Helped Heal Their Country,nationalgeographic.com,2014-04-04 07:00:00+00:00,USA,0.16666666666666666
248384,Ranger School Grads Join Long History of Warrior Women,nationalgeographic.com,2015-08-21 07:00:00+00:00,USA,0.16666666666666666
248385,How One Woman Helped Light Rural India With Solar Lamps,nationalgeographic.com,2015-07-20 07:00:00+00:00,USA,0.16666666666666666
248396,15 Pictures of Women at Work for Labor Day,nationalgeographic.com,2015-09-05 07:00:00+00:00,USA,0.16666666666666666
248366,Bronze Age Woman Had Surprisingly Modern Life,nationalgeographic.com,2015-05-21 07:00:00+00:00,USA,0.16666666666666666
