"artist","song","sentence","highestRank","year","nonPerson","name"
"Sheena Easton","Jimmy Mack","Jimmy, Jimmy, Oh Jimmy Mack, you better hurry back.","65","1986",NA,"Jimmy"
"Sheena Easton","Jimmy Mack","Jimmy, Jimmy, Oh Jimmy Mack, you better hurry back.","65","1986",NA,"Jimmy"
"Sheena Easton","Jimmy Mack","But, Jimmy he talks just as sweet as you.","65","1986",NA,"Jimmy"
"Sheena Easton","Jimmy Mack","Hey Jimmy, Jimmy,","65","1986",NA,"Jimmy"
"Sheena Easton","Jimmy Mack","Hey Jimmy, Jimmy,","65","1986",NA,"Jimmy"
"Sheena Easton","Jimmy Mack","Oh Jimmy Mack, when are you comin' back.","65","1986",NA,"Jimmy"
"Sheena Easton","Jimmy Mack","Jimmy, Jimmy, Oh Jimmy Mack, you better hurry back.","65","1986",NA,"Jimmy"
"Sheena Easton","Jimmy Mack","Jimmy, Jimmy, Oh Jimmy Mack, you better hurry back.","65","1986",NA,"Jimmy"
"Sheena Easton","Jimmy Mack","Jimmy, Jimmy, Oh Jimmy Mack, you better hurry back.","65","1986",NA,"Jimmy"
"Sheena Easton","Modern Girl","She's on her way again through London town","18","1981","city","London"
"Sheena Easton","Strut","He said, \Baby what's wrong with you?""","7","1984",NA,"Baby"
"Sheena Easton","Sugar Walls","Heaven on earth inside my sugar walls","9","1984","place","Heaven"
"Sheena Easton","What Comes Naturally","Baby, set your love free","19","1991",NA,"Baby"
"Sheila E","The Belle Of St. Mark","The belle of St. Mark was a frail but passionate creature","34","1984","place","Mark"
"Sheila E","The Belle Of St. Mark","The belle of St. Mark wore the clothes that belonged to his father","34","1984","place","Mark"
"Sheila E","The Belle Of St. Mark","I'm in love, I'm in love, I'm in love with the belle of St. Mark","34","1984","place","Mark"
"Sheila E","The Belle Of St. Mark","I'm in love, I'm in love, I'm in love with the belle of St. Mark","34","1984","place","Mark"
"Sheila E","The Belle Of St. Mark","But he cries as he walks the night streets of St. Mark","34","1984","place","Mark"
"Sheila E","The Belle Of St. Mark","I'm in love, I'm in love, I'm in love with the belle of St. Mark","34","1984","place","Mark"
"Sheila E","The Belle Of St. Mark","I'm in love, I'm in love, I'm in love with the belle of St. Mark","34","1984","place","Mark"
"Sheila E","The Belle Of St. Mark","The belle of St. Mark, he don't talk to strangers, he's so mysterious","34","1984","place","Mark"
"Sheila E","The Belle Of St. Mark","Cause the belle of St. Mark is a beauty extraordinaire","34","1984","place","Mark"
"Sheila E","The Belle Of St. Mark","Oh, I'm in love, I'm in love, I'm in love with the belle of St. Mark","34","1984","place","Mark"
"Sheila E","The Belle Of St. Mark","I'm in love, I'm in love, I'm in love with the belle of St. Mark","34","1984","place","Mark"
"Sheila E","The Belle Of St. Mark","Ooh, I'm in love, I'm in love, I'm in love with the belle of St. Mark","34","1984","place","Mark"
"Sheila E","The Belle Of St. Mark","Ooh, I'm in love, I'm in love, I'm in love with the belle of St. Mark","34","1984","place","Mark"
"Sheila E","The Belle Of St. Mark","Paris hair, it blows in the warm Parisian air","34","1984","city","Paris"
"Sheila E","The Belle Of St. Mark","That blows whenever his Paris hair is there","34","1984","city","Paris"
"Shelley Fabares","Johnny Angel","Johnny Angel, how I love him.","1","1962",NA,"Johnny"
"Shelley Fabares","Johnny Angel","Johnny Angel, how I want him.","1","1962",NA,"Johnny"
"Shelley Fabares","Johnny Angel","... on Johnny Angel.","1","1962",NA,"Johnny"
"Sheriff","When I'm With You","Baby ooh I get chills when I'm with you oh","61","1983",NA,"Baby"
"Sheriff","When I'm With You","Baby ooh I get chills when I'm with you oh","61","1983",NA,"Baby"
"Sheriff","When I'm With You","Baby ooh I get chills when I'm with you oh","61","1983",NA,"Baby"
"Sheryl Crow","All I Wanna Do","But I'm sure he's Bill or Billy or Mac or buddy","2","1994",NA,"Bill"
"Sheryl Crow","All I Wanna Do","But I'm sure he's Bill or Billy or Mac or buddy","2","1994",NA,"Billy"
"Sheryl Crow","All I Wanna Do","Well, they're nothing like Billy and me","2","1994",NA,"Billy"
"Sheryl Crow","All I Wanna Do","Billy likes to peal the labels from his bottles of bud","2","1994",NA,"Billy"
"Sheryl Crow","All I Wanna Do","But I'm sure he's Bill or Billy or Mac or buddy","2","1994",NA,"Mac"
"Sheryl Crow","All I Wanna Do","Santa Monica Boulevard","2","1994","place","Monica"
"Sheryl Crow","All I Wanna Do","Santa Monica Boulevard","2","1994","place","Monica"
"Sheryl Crow","All I Wanna Do","Santa Monica Boulevard","2","1994","place","Monica"
"Sheryl Crow","All I Wanna Do","Santa Monica Boulevard","2","1994","place","Monica"
"Sheryl Crow","All I Wanna Do","It's apropos of nothing he says his name is William","2","1994",NA,"William"
"Sheryl Crow","Easy","Baby let's stay home","72","2013",NA,"Baby"
"Sheryl Crow","Easy","Baby let's stay home","72","2013",NA,"Baby"
"Sheryl Crow","Easy","Baby let's stay home","72","2013",NA,"Baby"
"Sheryl Crow","Easy","Baby let's stay home","72","2013",NA,"Baby"
"Sheryl Crow","Easy","We'll play Jack Johnson he's the new don ho","72","2013",NA,"Jack"
"Sheryl Crow","Easy","We'll play Jack Johnson he's the new don ho","72","2013",NA,"Johnson"
"Sheryl Crow","If It Makes You Happy","And Benny Goodman's cursive pen","10","1996",NA,"Benny"
"Sheryl Crow","If It Makes You Happy","Found Geronimo's rifle, Marilyn's shampoo","10","1996",NA,"Marilyn"
"Sheryl Crow","Steve McQueen","Baby that was yesterday","88","2002",NA,"Baby"
"Sheryl Crow","Steve McQueen","Like Steve McQueen","88","2002",NA,"Steve"
"Sheryl Crow","Steve McQueen","Like Steve McQueen","88","2002",NA,"Steve"
"Sheryl Crow","Steve McQueen","Like Steve McQueen","88","2002",NA,"Steve"
"Sheryl Crow","Steve McQueen","Like Steve McQueen","88","2002",NA,"Steve"
"Sheryl Crow","Steve McQueen","Like Steve McQueen","88","2002",NA,"Steve"
"Sheryl Crow","Steve McQueen","Like Steve McQueen","88","2002",NA,"Steve"
"Sheryl Crow","Steve McQueen","Like Steve McQueen","88","2002",NA,"Steve"
"Sheryl Crow","Steve McQueen","Like Steve McQueen","88","2002",NA,"Steve"
"Sheryl Crow","Steve McQueen","Like Steve McQueen","88","2002",NA,"Steve"
"Sheryl Crow","Steve McQueen","Like Steve McQueen","88","2002",NA,"Steve"
"Sheryl Crow","The First Cut Is The Deepest","Baby, I'll try to love again, but I know","14","2003",NA,"Baby"
"Sheryl Crow","The First Cut Is The Deepest","Baby, I'll try to love again, but I know","14","2003",NA,"Baby"
"Sheryl Crow","The First Cut Is The Deepest","Baby, I'll try to love again, but I know","14","2003",NA,"Baby"
"Shinedown","Second Chance","I just saw Haley's comet, shooting","7","2008",NA,"Haley"
"Shinedown","Second Chance","I just saw Haley's comet, she waved","7","2008",NA,"Haley"
"Shiny Toy Guns","Major Tom","Jokes Major Tom, the count goes on","97","2010",NA,"Tom"
"Shiny Toy Guns","Major Tom","Major Tom","97","2010",NA,"Tom"
"Shiny Toy Guns","Major Tom","Hello Major Tom, are you receiving?","97","2010",NA,"Tom"
"Shiny Toy Guns","Major Tom","No one understands but Major Tom sees","97","2010",NA,"Tom"
"Shirley Brown","It Ain't No Fun","They say, Shirley, did you really do that?","94","1975",NA,"Shirley"
"Shirley Brown","Woman To Woman","Hello, may I speak to Barbara","22","1974",NA,"Barbara"
"Shirley Brown","Woman To Woman","Barbara, this is Shirley","22","1974",NA,"Barbara"
"Shirley Brown","Woman To Woman","Now Barbara","22","1974",NA,"Barbara"
"Shirley Brown","Woman To Woman","Barbara, this is Shirley","22","1974",NA,"Shirley"
"Shirley Caesar","No Charge","I think about the day that Jesus went out to Calvary and gave his life as a ransom for me","91","1975",NA,"Jesus"
"Shontelle","T-Shirt","Sick of this dress and these Jimmy Choos","36","2008","brand","Jimmy"
"Shontelle","T-Shirt","Sick of this dress and these Jimmy Choos","36","2008","brand","Jimmy"
"Shontelle","T-Shirt","Sick of this dress and these Jimmy Choos","36","2008","brand","Jimmy"
"Shontelle","T-Shirt","Sick of this dress and these Jimmy Choos","36","2008","brand","Jimmy"
"Shop Boyz","Party Like A Rockstar","That look like Pamela","2","2007",NA,"Pamela"
"Shop Boyz","Party Like A Rockstar","I seen the show with Travis Barker:","2","2007",NA,"Travis"
"Shorty Long","Function At The Junction","Betty Boop and ooo-boop-e-doop","97","1966",NA,"Betty"
"Shorty Long","Function At The Junction","Long Tall Sally from Carolina","97","1966","state","Carolina"
"Shorty Long","Function At The Junction","and Farmer Jim and Guitar Slim and","97","1966",NA,"Jim"
"Shorty Long","Function At The Junction","Long Tall Sally from Carolina","97","1966",NA,"Sally"
"Shorty Long","Function At The Junction","and Mohair Sam from Alabam","97","1966",NA,"Sam"
"Shwayze","Corona And Lime","Baby will you be my corona and lime?","23","2008",NA,"Baby"
"Shwayze","Corona And Lime","Baby butt, pretty little features","23","2008",NA,"Baby"
"Shwayze","Corona And Lime","Baby will you be my corona and lime?","23","2008",NA,"Baby"
"Shwayze","Corona And Lime","Baby, will you be my corona and lime?","23","2008",NA,"Baby"
"Shwayze","Corona And Lime","Baby, will you be my corona and lime?","23","2008",NA,"Baby"
"Shwayze","Corona And Lime","Baby, will you be my corona and lime?","23","2008",NA,"Baby"
"Shwayze","Corona And Lime","Get hot when I roll over Laurel Canyon","23","2008",NA,"Laurel"
"Shwayze Featuring Cisco Adler","Buzzin'","Be back next June.","46","2008",NA,"June"
"Sia Featuring Sean Paul","Cheap Thrills","Baby I don't need dollar bills to have fun tonight","1","2016",NA,"Baby"
"Sia Featuring Sean Paul","Cheap Thrills","Baby I don't need dollar bills to have fun tonight","1","2016",NA,"Baby"
"Sia Featuring Sean Paul","Cheap Thrills","Baby I don't need dollar bills to have fun tonight","1","2016",NA,"Baby"
"Sia Featuring Sean Paul","Cheap Thrills","Baby I don't need dollar bills to have fun tonight","1","2016",NA,"Baby"
"Sia Featuring Sean Paul","Cheap Thrills","Baby I don't need dollar bills to have fun tonight","1","2016",NA,"Baby"
"Sia Featuring Sean Paul","Cheap Thrills","Baby I don't need dollar bills to have fun tonight","1","2016",NA,"Baby"
"Silk","Freak Me","Baby, don't you understand, I wanna be your nasty man.","1","1993",NA,"Baby"
"Silk","Happy Days","Baby, looks like this love of ours will never ever end","86","1993",NA,"Baby"
"Silk","Happy Days","My man, Will, can make the groove sweat","86","1993",NA,"Will"
"Silver","Wham Bam (Shang-A-Lang)","Ooh Ooh Baby we've been a long long way","16","1976",NA,"Baby"
"Silver","Wham Bam (Shang-A-Lang)","Ooh Ooh Baby you've been so good to me","16","1976",NA,"Baby"
"Silver","Wham Bam (Shang-A-Lang)","Bye Bye Baby I'd really like to stay","16","1976",NA,"Baby"
"Sir Mix-A-Lot","Baby Got Back","Baby got back","1","1992",NA,"Baby"
"Sir Mix-A-Lot","Baby Got Back","Baby got back","1","1992",NA,"Baby"
"Sir Mix-A-Lot","Baby Got Back","Baby got it goin' on","1","1992",NA,"Baby"
"Sir Mix-A-Lot","Baby Got Back","Baby got back","1","1992",NA,"Baby"
"Sir Mix-A-Lot","Baby Got Back","Baby got back","1","1992",NA,"Baby"
"Sir Mix-A-Lot","Baby Got Back","Baby got back","1","1992",NA,"Baby"
"Sir Mix-A-Lot","Baby Got Back","Baby got back","1","1992",NA,"Baby"
"Sir Mix-A-Lot","Baby Got Back","Oh, my, God Becky, look at her butt","1","1992",NA,"Becky"
"Sir Mix-A-Lot","Baby Got Back","I'll keep my women like Flo Jo","1","1992",NA,"Jo"
"Sir Mix-A-Lot","Baby Got Back","If you want to role in my Mercedes","1","1992","car","Mercedes"
"Sir Mix-A-Lot","Jump On It","What's up San Antone, what's up","97","1996","city","Antone"
"Sir Mix-A-Lot","Jump On It","And don't forget about San Antone","97","1996","city","Antone"
"Sir Mix-A-Lot","Jump On It","San Antonio jump on it, jump on it, jump on it","97","1996","city","Antonio"
"Sir Mix-A-Lot","Jump On It","What's up Austin, what's up","97","1996","city","Austin"
"Sir Mix-A-Lot","Jump On It","Austin jump on it, jump on it, jump on it","97","1996","city","Austin"
"Sir Mix-A-Lot","Jump On It","And much love love to the brothers in Austin","97","1996","city","Austin"
"Sir Mix-A-Lot","Jump On It","What's up Cali, what's up","97","1996","state","Cali"
"Sir Mix-A-Lot","Jump On It","Speaking of Cali","97","1996","state","Cali"
"Sir Mix-A-Lot","Jump On It","What's up Cleveland, what's up","97","1996","city","Cleveland"
"Sir Mix-A-Lot","Jump On It","Columbus jump on it, jump on it, jump on it","97","1996","city","Columbus"
"Sir Mix-A-Lot","Jump On It","What's up Dallas, what's up","97","1996","city","Dallas"
"Sir Mix-A-Lot","Jump On It","Dallas jump on it, jump on it, jump on it","97","1996","city","Dallas"
"Sir Mix-A-Lot","Jump On It","What's up Denver, what's up","97","1996","city","Denver"
"Sir Mix-A-Lot","Jump On It","Denver jump on it, jump on it, jump on it","97","1996","city","Denver"
"Sir Mix-A-Lot","Jump On It","What's up Houston, what's up","97","1996","city","Houston"
"Sir Mix-A-Lot","Jump On It","Houston jump on it, jump on it, jump on it","97","1996","city","Houston"
"Sir Mix-A-Lot","Jump On It","What's up St. Louie, what's up","97","1996","city","Louie"
"Sir Mix-A-Lot","Jump On It","St. Louis jump on it, jump on it, jump on it","97","1996","city","Louis"
"Sir Mix-A-Lot","Jump On It","Calling up Magic Mike, we rolls in about eleven","97","1996",NA,"Mike"
"Sir Mix-A-Lot","Jump On It","What's up Orlando, what's up","97","1996","city","Orlando"
"Sir Mix-A-Lot","Jump On It","Orlando jump on it, jump on it, jump on it","97","1996","city","Orlando"
"Sir Mix-A-Lot","Jump On It","And ride to Orlando","97","1996","city","Orlando"
"Sir Mix-A-Lot","Jump On It","What's up Phoenix, what's up","97","1996","city","Phoenix"
"Sir Mix-A-Lot","Jump On It","Phoenix jump on it, jump on it, jump on it","97","1996","city","Phoenix"
"Sir Mix-A-Lot","Jump On It","Phoenix Arizona puts the heat up on ya","97","1996","city","Phoenix"
"Sir Mix-A-Lot","Jump On It","Calling up my homeboy Daddy Ray","97","1996",NA,"Ray"
"Sir Mix-A-Lot","Jump On It","And Ray got the situation handled","97","1996",NA,"Ray"
"Sir Mix-A-Lot","Jump On It","Around Tampa, I'm dialing up Stephanie","97","1996",NA,"Stephanie"
"Sisqo","Incomplete","It's been a year Winter, Summer, Spring and Fall","1","2000","season","Winter"
"Sisqo","Thong Song","Baby move your butt, butt, butt","3","2000",NA,"Baby"
"Sisqo","Thong Song","Baby make your booty go","3","2000",NA,"Baby"
"Sisqo","Thong Song","Baby I know you want to show","3","2000",NA,"Baby"
"Sisqo","Thong Song","Baby make your booty go","3","2000",NA,"Baby"
"Sisqo","Thong Song","Baby I know you want to show","3","2000",NA,"Baby"
"Sisqo","Thong Song","Baby move your butt, butt, butt","3","2000",NA,"Baby"
"Sisqo","Thong Song","Baby make your booty go","3","2000",NA,"Baby"
"Sisqo","Thong Song","Baby I know you want to show","3","2000",NA,"Baby"
"Sisqo","Thong Song","Baby make your booty go","3","2000",NA,"Baby"
"Sisqo","Thong Song","Baby I know you want to show","3","2000",NA,"Baby"
"Sisqo","Thong Song","Baby make your booty go","3","2000",NA,"Baby"
"Sisqo","Thong Song","Baby I know you want to show","3","2000",NA,"Baby"
"Sisqo","Thong Song","Baby make your booty go","3","2000",NA,"Baby"
"Sisqo","Thong Song","Baby I know you want to show","3","2000",NA,"Baby"
"Sisqo","Thong Song","Baby move your butt, butt, butt, uh","3","2000",NA,"Baby"
"Sisqo","Thong Song","Baby move your butt, butt, butt, uh","3","2000",NA,"Baby"
"Sisqo","Thong Song","Baby make your booty go","3","2000",NA,"Baby"
"Sisqo","Thong Song","Baby I know you want to show","3","2000",NA,"Baby"
"Sisqo","Thong Song","Baby make your booty go","3","2000",NA,"Baby"
"Sisqo","Thong Song","Baby I know you want to show","3","2000",NA,"Baby"
"Sisqo","Thong Song","Baby make your booty go","3","2000",NA,"Baby"
"Sisqo","Thong Song","Baby I know you want to show","3","2000",NA,"Baby"
"Sisqo","Thong Song","Baby make your booty go","3","2000",NA,"Baby"
"Sisqo","Thong Song","Baby I know you want to show","3","2000",NA,"Baby"
"Sisqo","Thong Song","Baby make your booty go","3","2000",NA,"Baby"
"Sisqo","Thong Song","Baby I know you want to show","3","2000",NA,"Baby"
"Sisqo","Thong Song","Baby make your booty go","3","2000",NA,"Baby"
"Sisqo","Thong Song","Baby I know you want to show","3","2000",NA,"Baby"
"Sisqo","Thong Song","Baby make your booty go","3","2000",NA,"Baby"
"Sisqo","Thong Song","Baby I know you want to show","3","2000",NA,"Baby"
"Sisqo","Thong Song","Baby make your booty go","3","2000",NA,"Baby"
"Sisqo","Thong Song","Baby I know you want to show","3","2000",NA,"Baby"
"Sisqo Featuring Make It Hot","Got To Get It","Baby can I get a hit of you","40","1999",NA,"Baby"
"Sisqo Featuring Make It Hot","Got To Get It","Baby I can be a better man better yet a gentleman","40","1999",NA,"Baby"
"Sisqo Featuring Make It Hot","Got To Get It","Baby wait till I'm finito","40","1999",NA,"Baby"
"Sisqo Featuring Make It Hot","Got To Get It","We'll spend a week in Puerto Rico","40","1999","place","Rico"
"Sister Sledge","Frankie","Hey Frankie?","75","1985",NA,"Frankie"
"Sister Sledge","Frankie","Hey Frankie, do you remember me?","75","1985",NA,"Frankie"
"Sister Sledge","Frankie","Frankie, do you remember me?","75","1985",NA,"Frankie"
"Sister Sledge","Frankie","Frankie, do you remember?","75","1985",NA,"Frankie"
"Sister Sledge","Frankie","Hey Frankie, do you remember me?","75","1985",NA,"Frankie"
"Sister Sledge","Frankie","Frankie, do you remember?","75","1985",NA,"Frankie"
"Sister Sledge","Frankie","Frankie, do you remember?","75","1985",NA,"Frankie"
"Sister Sledge","Frankie","Frankie","75","1985",NA,"Frankie"
"Sister Sledge","Frankie","Hey Frankie, do you remember?","75","1985",NA,"Frankie"
"Sister Sledge","Frankie","Frankie, do you remember me?","75","1985",NA,"Frankie"
"Sister Sledge","Frankie","Frankie, do you remember me?","75","1985",NA,"Frankie"
"Sister Sledge","Frankie","Frankie, do you remember me?","75","1985",NA,"Frankie"
"Sister Sledge","Frankie","Frankie","75","1985",NA,"Frankie"
"Sister Sledge","Frankie","Oh Frankie, oh Frankie my baby","75","1985",NA,"Frankie"
"Sister Sledge","Frankie","Oh Frankie, oh Frankie my baby","75","1985",NA,"Frankie"
"Sister Sledge","Frankie","Frankie, do you remember me?","75","1985",NA,"Frankie"
"Sister Sledge","Frankie","Frankie, do you remember me?","75","1985",NA,"Frankie"
"Sister Sledge","Frankie","Frankie","75","1985",NA,"Frankie"
"Sister Sledge","Frankie","My Frankie, my baby Frankie, do you remember me?","75","1985",NA,"Frankie"
"Sister Sledge","Frankie","My Frankie, my baby Frankie, do you remember me?","75","1985",NA,"Frankie"
"Sister Sledge","Frankie","Frankie, do you remember me?","75","1985",NA,"Frankie"
"Sister Sledge","Frankie","Frankie","75","1985",NA,"Frankie"
"Sister Sledge","He's The Greatest Dancer","He had the kind of body that would shame Adonis","9","1979",NA,"Adonis"
"Sister Sledge","We Are Family","This is our family Jewel","2","1979",NA,"Jewel"
"Skee-Lo","I Wish","Name my kids ghetto names Little Mookie, Big Al, Lorraine","13","1995",NA,"Al"
